concentration,Ca SET1,Ca SET2,Ca SET3
4.3076923076923075,36953.38461538462,36492.92307692308,36893.07692307692
4.346153846153846,36921.307692307695,36456.03846153846,36853.46153846154
4.384615384615385,36889.230769230766,36419.153846153844,36813.846153846156
4.423076923076923,36857.153846153844,36382.269230769234,36774.230769230766
4.461538461538462,36825.07692307692,36345.38461538462,36734.61538461538
4.5,36793.0,36308.5,36695.0
4.538461538461538,36760.92307692308,36271.61538461538,36655.38461538462
4.576923076923077,36728.846153846156,36234.730769230766,36615.769230769234
4.615384615384615,36696.769230769234,36197.846153846156,36576.153846153844
4.653846153846154,36664.692307692305,36160.96153846154,36536.53846153846
4.6923076923076925,36632.61538461538,36124.07692307692,36496.92307692308
4.730769230769231,36600.53846153846,36087.192307692305,36457.307692307695
4.769230769230769,36568.46153846154,36050.307692307695,36417.692307692305
4.8076923076923075,36536.38461538462,36013.42307692308,36378.07692307692
4.846153846153847,36504.307692307695,35976.53846153846,36338.46153846154
4.884615384615385,36472.230769230766,35939.653846153844,36298.846153846156
4.923076923076923,36440.153846153844,35902.769230769234,36259.230769230766
4.961538461538462,36408.07692307692,35865.88461538462,36219.61538461538
5.038461538461538,36338.42307692308,35794.61538461538,36149.307692307695
5.076923076923077,36300.846153846156,35760.230769230766,36118.61538461538
5.115384615384615,36263.269230769234,35725.846153846156,36087.92307692308
5.153846153846154,36225.692307692305,35691.46153846154,36057.230769230766
5.1923076923076925,36188.11538461538,35657.07692307692,36026.53846153846
5.230769230769231,36150.53846153846,35622.692307692305,35995.846153846156
5.269230769230769,36112.96153846154,35588.307692307695,35965.153846153844
5.3076923076923075,36075.38461538462,35553.92307692308,35934.46153846154
5.346153846153846,36037.807692307695,35519.53846153846,35903.769230769234
5.384615384615385,36000.230769230766,35485.153846153844,35873.07692307692
5.423076923076923,35962.653846153844,35450.769230769234,35842.38461538462
5.461538461538462,35925.07692307692,35416.38461538462,35811.692307692305
5.5,35887.5,35382.0,35781.0
5.538461538461538,35849.92307692308,35347.61538461538,35750.307692307695
5.576923076923077,35812.346153846156,35313.230769230766,35719.61538461538
5.615384615384615,35774.769230769234,35278.846153846156,35688.92307692308
5.653846153846154,35737.192307692305,35244.46153846154,35658.230769230766
5.6923076923076925,35699.61538461538,35210.07692307692,35627.53846153846
5.730769230769231,35662.03846153846,35175.692307692305,35596.846153846156
5.769230769230769,35624.46153846154,35141.307692307695,35566.153846153844
5.8076923076923075,35586.88461538462,35106.92307692308,35535.46153846154
5.846153846153847,35549.307692307695,35072.53846153846,35504.769230769234
5.884615384615385,35511.730769230766,35038.153846153844,35474.07692307692
5.923076923076923,35474.153846153844,35003.769230769234,35443.38461538462
5.961538461538462,35436.57692307692,34969.38461538462,35412.692307692305
6.038461538461538,35369.53846153846,34908.153846153844,35348.692307692305
6.076923076923077,35340.07692307692,34881.307692307695,35315.38461538462
6.115384615384615,35310.61538461538,34854.46153846154,35282.07692307692
6.153846153846154,35281.153846153844,34827.61538461538,35248.769230769234
6.1923076923076925,35251.692307692305,34800.769230769234,35215.46153846154
6.230769230769231,35222.230769230766,34773.92307692308,35182.153846153844
6.269230769230769,35192.769230769234,34747.07692307692,35148.846153846156
6.3076923076923075,35163.307692307695,34720.230769230766,35115.53846153846
6.346153846153846,35133.846153846156,34693.38461538462,35082.230769230766
6.384615384615385,35104.38461538462,34666.53846153846,35048.92307692308
6.423076923076923,35074.92307692308,34639.692307692305,35015.61538461538
6.461538461538462,35045.46153846154,34612.846153846156,34982.307692307695
6.5,35016.0,34586.0,34949.0
6.538461538461538,34986.53846153846,34559.153846153844,34915.692307692305
6.576923076923077,34957.07692307692,34532.307692307695,34882.38461538462
6.615384615384615,34927.61538461538,34505.46153846154,34849.07692307692
6.653846153846154,34898.153846153844,34478.61538461538,34815.769230769234
6.6923076923076925,34868.692307692305,34451.769230769234,34782.46153846154
6.730769230769231,34839.230769230766,34424.92307692308,34749.153846153844
6.769230769230769,34809.769230769234,34398.07692307692,34715.846153846156
6.8076923076923075,34780.307692307695,34371.230769230766,34682.53846153846
6.846153846153847,34750.846153846156,34344.38461538462,34649.230769230766
6.884615384615385,34721.38461538462,34317.53846153846,34615.92307692308
6.923076923076923,34691.92307692308,34290.692307692305,34582.61538461538
6.961538461538462,34662.46153846154,34263.846153846156,34549.307692307695
7.038461538461538,34597.42307692308,34206.269230769234,34488.769230769234
7.076923076923077,34561.846153846156,34175.53846153846,34461.53846153846
7.115384615384615,34526.269230769234,34144.807692307695,34434.307692307695
7.153846153846154,34490.692307692305,34114.07692307692,34407.07692307692
7.1923076923076925,34455.11538461538,34083.346153846156,34379.846153846156
7.230769230769231,34419.53846153846,34052.61538461538,34352.61538461538
7.269230769230769,34383.96153846154,34021.88461538462,34325.38461538462
7.3076923076923075,34348.38461538462,33991.153846153844,34298.153846153844
7.346153846153846,34312.807692307695,33960.42307692308,34270.92307692308
7.384615384615385,34277.230769230766,33929.692307692305,34243.692307692305
7.423076923076923,34241.653846153844,33898.96153846154,34216.46153846154
7.461538461538462,34206.07692307692,33868.230769230766,34189.230769230766
7.5,34170.5,33837.5,34162.0
7.538461538461538,34134.92307692308,33806.769230769234,34134.769230769234
7.576923076923077,34099.346153846156,33776.03846153846,34107.53846153846
7.615384615384615,34063.769230769234,33745.307692307695,34080.307692307695
7.653846153846154,34028.192307692305,33714.57692307692,34053.07692307692
7.6923076923076925,33992.61538461538,33683.846153846156,34025.846153846156
7.730769230769231,33957.03846153846,33653.11538461538,33998.61538461538
7.769230769230769,33921.46153846154,33622.38461538462,33971.38461538462
7.8076923076923075,33885.88461538462,33591.653846153844,33944.153846153844
7.846153846153847,33850.307692307695,33560.92307692308,33916.92307692308
7.884615384615385,33814.730769230766,33530.192307692305,33889.692307692305
7.923076923076923,33779.153846153844,33499.46153846154,33862.46153846154
7.961538461538462,33743.57692307692,33468.730769230766,33835.230769230766
8.038461538461538,33676.846153846156,33417.11538461538,33784.0
8.076923076923077,33645.692307692305,33396.230769230766,33760.0
8.115384615384615,33614.53846153846,33375.346153846156,33736.0
8.153846153846153,33583.38461538462,33354.46153846154,33712.0
8.192307692307692,33552.230769230766,33333.57692307692,33688.0
8.23076923076923,33521.07692307692,33312.692307692305,33664.0
8.26923076923077,33489.92307692308,33291.807692307695,33640.0
8.307692307692308,33458.769230769234,33270.92307692308,33616.0
8.346153846153847,33427.61538461538,33250.03846153846,33592.0
8.384615384615385,33396.46153846154,33229.153846153844,33568.0
8.423076923076923,33365.307692307695,33208.269230769234,33544.0
8.461538461538462,33334.153846153844,33187.38461538462,33520.0
8.5,33303.0,33166.5,33496.0
8.538461538461538,33271.846153846156,33145.61538461538,33472.0
8.576923076923077,33240.692307692305,33124.730769230766,33448.0
8.615384615384615,33209.53846153846,33103.846153846156,33424.0
8.653846153846153,33178.38461538462,33082.96153846154,33400.0
8.692307692307692,33147.230769230766,33062.07692307692,33376.0
8.73076923076923,33116.07692307692,33041.192307692305,33352.0
8.76923076923077,33084.92307692308,33020.307692307695,33328.0
8.807692307692308,33053.769230769234,32999.42307692308,33304.0
8.846153846153847,33022.61538461538,32978.53846153846,33280.0
8.884615384615385,32991.46153846154,32957.653846153844,33256.0
8.923076923076923,32960.307692307695,32936.769230769234,33232.0
8.961538461538462,32929.153846153844,32915.88461538462,33208.0
9.038461538461538,32874.07692307692,32871.11538461538,33155.88461538462
9.076923076923077,32850.153846153844,32847.230769230766,33127.769230769234
9.115384615384615,32826.230769230766,32823.346153846156,33099.653846153844
9.153846153846153,32802.307692307695,32799.46153846154,33071.53846153846
9.192307692307692,32778.38461538462,32775.57692307692,33043.42307692308
9.23076923076923,32754.46153846154,32751.69230769231,33015.307692307695
9.26923076923077,32730.53846153846,32727.80769230769,32987.192307692305
9.307692307692308,32706.615384615383,32703.923076923078,32959.07692307692
9.346153846153847,32682.69230769231,32680.03846153846,32930.96153846154
9.384615384615385,32658.76923076923,32656.153846153848,32902.846153846156
9.423076923076923,32634.846153846152,32632.26923076923,32874.730769230766
9.461538461538462,32610.923076923078,32608.384615384617,32846.61538461538
9.5,32587.0,32584.5,32818.5
9.538461538461538,32563.076923076922,32560.615384615383,32790.38461538462
9.576923076923077,32539.153846153848,32536.73076923077,32762.26923076923
9.615384615384615,32515.23076923077,32512.846153846152,32734.153846153848
9.653846153846153,32491.30769230769,32488.96153846154,32706.03846153846
9.692307692307692,32467.384615384617,32465.076923076922,32677.923076923078
9.73076923076923,32443.46153846154,32441.19230769231,32649.80769230769
9.76923076923077,32419.53846153846,32417.30769230769,32621.69230769231
9.807692307692308,32395.615384615383,32393.423076923078,32593.576923076922
9.846153846153847,32371.69230769231,32369.53846153846,32565.46153846154
9.884615384615385,32347.76923076923,32345.653846153848,32537.346153846152
9.923076923076923,32323.846153846152,32321.76923076923,32509.23076923077
9.961538461538462,32299.923076923078,32297.884615384617,32481.115384615383
10.038461538461538,32254.80769230769,32246.0,32426.46153846154
10.076923076923077,32233.615384615383,32218.0,32399.923076923078
10.115384615384615,32212.423076923078,32190.0,32373.384615384617
10.153846153846153,32191.23076923077,32162.0,32346.846153846152
10.192307692307692,32170.03846153846,32134.0,32320.30769230769
10.23076923076923,32148.846153846152,32106.0,32293.76923076923
10.26923076923077,32127.653846153848,32078.0,32267.23076923077
10.307692307692308,32106.46153846154,32050.0,32240.69230769231
10.346153846153847,32085.26923076923,32022.0,32214.153846153848
10.384615384615385,32064.076923076922,31994.0,32187.615384615383
10.423076923076923,32042.884615384617,31966.0,32161.076923076922
10.461538461538462,32021.69230769231,31938.0,32134.53846153846
10.5,32000.5,31910.0,32108.0
10.538461538461538,31979.30769230769,31882.0,32081.46153846154
10.576923076923077,31958.115384615383,31854.0,32054.923076923078
10.615384615384615,31936.923076923078,31826.0,32028.384615384617
10.653846153846153,31915.73076923077,31798.0,32001.846153846152
10.692307692307692,31894.53846153846,31770.0,31975.30769230769
10.73076923076923,31873.346153846152,31742.0,31948.76923076923
10.76923076923077,31852.153846153848,31714.0,31922.23076923077
10.807692307692308,31830.96153846154,31686.0,31895.69230769231
10.846153846153847,31809.76923076923,31658.0,31869.153846153848
10.884615384615385,31788.576923076922,31630.0,31842.615384615383
10.923076923076923,31767.384615384617,31602.0,31816.076923076922
10.961538461538462,31746.19230769231,31574.0,31789.53846153846
11.038461538461538,31695.0,31534.19230769231,31732.653846153848
11.076923076923077,31665.0,31522.384615384617,31702.30769230769
11.115384615384615,31635.0,31510.576923076922,31671.96153846154
11.153846153846153,31605.0,31498.76923076923,31641.615384615383
11.192307692307692,31575.0,31486.96153846154,31611.26923076923
11.23076923076923,31545.0,31475.153846153848,31580.923076923078
11.26923076923077,31515.0,31463.346153846152,31550.576923076922
11.307692307692308,31485.0,31451.53846153846,31520.23076923077
11.346153846153847,31455.0,31439.73076923077,31489.884615384617
11.384615384615385,31425.0,31427.923076923078,31459.53846153846
11.423076923076923,31395.0,31416.115384615383,31429.19230769231
11.461538461538462,31365.0,31404.30769230769,31398.846153846152
11.5,31335.0,31392.5,31368.5
11.538461538461538,31305.0,31380.69230769231,31338.153846153848
11.576923076923077,31275.0,31368.884615384617,31307.80769230769
11.615384615384615,31245.0,31357.076923076922,31277.46153846154
11.653846153846153,31215.0,31345.26923076923,31247.115384615383
11.692307692307692,31185.0,31333.46153846154,31216.76923076923
11.73076923076923,31155.0,31321.653846153848,31186.423076923078
11.76923076923077,31125.0,31309.846153846152,31156.076923076922
11.807692307692308,31095.0,31298.03846153846,31125.73076923077
11.846153846153847,31065.0,31286.23076923077,31095.384615384617
11.884615384615385,31035.0,31274.423076923078,31065.03846153846
11.923076923076923,31005.0,31262.615384615383,31034.69230769231
11.961538461538462,30975.0,31250.80769230769,31004.346153846152
12.038461538461538,30916.96153846154,31197.46153846154,30943.115384615383
12.076923076923077,30888.923076923078,31155.923076923078,30912.23076923077
12.115384615384615,30860.884615384617,31114.384615384617,30881.346153846152
12.153846153846153,30832.846153846152,31072.846153846152,30850.46153846154
12.192307692307692,30804.80769230769,31031.30769230769,30819.576923076922
12.23076923076923,30776.76923076923,30989.76923076923,30788.69230769231
12.26923076923077,30748.73076923077,30948.23076923077,30757.80769230769
12.307692307692308,30720.69230769231,30906.69230769231,30726.923076923078
12.346153846153847,30692.653846153848,30865.153846153848,30696.03846153846
12.384615384615385,30664.615384615383,30823.615384615383,30665.153846153848
12.423076923076923,30636.576923076922,30782.076923076922,30634.26923076923
12.461538461538462,30608.53846153846,30740.53846153846,30603.384615384617
12.5,30580.5,30699.0,30572.5
12.538461538461538,30552.46153846154,30657.46153846154,30541.615384615383
12.576923076923077,30524.423076923078,30615.923076923078,30510.73076923077
12.615384615384615,30496.384615384617,30574.384615384617,30479.846153846152
12.653846153846153,30468.346153846152,30532.846153846152,30448.96153846154
12.692307692307692,30440.30769230769,30491.30769230769,30418.076923076922
12.73076923076923,30412.26923076923,30449.76923076923,30387.19230769231
12.76923076923077,30384.23076923077,30408.23076923077,30356.30769230769
12.807692307692308,30356.19230769231,30366.69230769231,30325.423076923078
12.846153846153847,30328.153846153848,30325.153846153848,30294.53846153846
12.884615384615385,30300.115384615383,30283.615384615383,30263.653846153848
12.923076923076923,30272.076923076922,30242.076923076922,30232.76923076923
12.961538461538462,30244.03846153846,30200.53846153846,30201.884615384617
13.038461538461538,30201.03846153846,30140.576923076922,30149.115384615383
13.076923076923077,30186.076923076922,30122.153846153848,30127.23076923077
13.115384615384615,30171.115384615383,30103.73076923077,30105.346153846152
13.153846153846153,30156.153846153848,30085.30769230769,30083.46153846154
13.192307692307692,30141.19230769231,30066.884615384617,30061.576923076922
13.23076923076923,30126.23076923077,30048.46153846154,30039.69230769231
13.26923076923077,30111.26923076923,30030.03846153846,30017.80769230769
13.307692307692308,30096.30769230769,30011.615384615383,29995.923076923078
13.346153846153847,30081.346153846152,29993.19230769231,29974.03846153846
13.384615384615385,30066.384615384617,29974.76923076923,29952.153846153848
13.423076923076923,30051.423076923078,29956.346153846152,29930.26923076923
13.461538461538462,30036.46153846154,29937.923076923078,29908.384615384617
13.5,30021.5,29919.5,29886.5
13.538461538461538,30006.53846153846,29901.076923076922,29864.615384615383
13.576923076923077,29991.576923076922,29882.653846153848,29842.73076923077
13.615384615384615,29976.615384615383,29864.23076923077,29820.846153846152
13.653846153846153,29961.653846153848,29845.80769230769,29798.96153846154
13.692307692307692,29946.69230769231,29827.384615384617,29777.076923076922
13.73076923076923,29931.73076923077,29808.96153846154,29755.19230769231
13.76923076923077,29916.76923076923,29790.53846153846,29733.30769230769
13.807692307692308,29901.80769230769,29772.115384615383,29711.423076923078
13.846153846153847,29886.846153846152,29753.69230769231,29689.53846153846
13.884615384615385,29871.884615384617,29735.26923076923,29667.653846153848
13.923076923076923,29856.923076923078,29716.846153846152,29645.76923076923
13.961538461538462,29841.96153846154,29698.423076923078,29623.884615384617
