concentration,Hb SET1,Hb SET2,Hb SET3
20.238095238095237,12794.666666666666,12832.285714285714,13034.952380952382
20.285714285714285,12785.0,12812.142857142857,13024.142857142857
20.333333333333332,12775.333333333334,12792.0,13013.333333333334
20.38095238095238,12765.666666666666,12771.857142857143,13002.52380952381
20.428571428571427,12756.0,12751.714285714286,12991.714285714286
20.476190476190474,12746.333333333334,12731.57142857143,12980.904761904761
20.523809523809526,12736.666666666666,12711.42857142857,12970.095238095239
20.571428571428573,12727.0,12691.285714285714,12959.285714285714
20.61904761904762,12717.333333333334,12671.142857142857,12948.47619047619
20.666666666666668,12707.666666666666,12651.0,12937.666666666666
20.714285714285715,12698.0,12630.857142857143,12926.857142857143
20.761904761904763,12688.333333333334,12610.714285714286,12916.047619047618
20.80952380952381,12678.666666666666,12590.57142857143,12905.238095238095
20.857142857142858,12669.0,12570.42857142857,12894.42857142857
20.904761904761905,12659.333333333334,12550.285714285714,12883.619047619048
20.952380952380953,12649.666666666666,12530.142857142857,12872.809523809523
